Index,Word,Romaji,Meaning,Page Link,Page Number,Detailed Info
521,願う・願います,negaunegaimasu,A verb that expresses a polite request.Please; ask (for),entries/522.html,A. 377,"{'Explanation': 'No explanation available', 'Example Sentences': [('初めに、これだけは必ずお読み願います。', 'Please be sure to read at least this (part) first.'), ('禁煙にご協力願います。', 'Thank you for not smoking (literally: Please cooperate with us  in non-smoking).'), ('ご相談・ご意見・ご質問などがありましたら、下記へお知らせ願います。', 'If you have opinions, questions, or requests for advice (literally:  If there are things on which you want to consult us, your opinions and your  questions), please contact us at the following (address).'), ('当オンラインショップで商品をご注文いただく場合は、まず最初にカタログページからご希望の商品をお選び願います。', 'When you place an order for merchandise at this online shop,  please ﬁrst select the merchandise you want from the catalogue pages.'), ('この喫煙所は、入院しておられる患者さんの施設です。外来の方々は利用できませんのでご了承願います。', ""This smoking room is for hospitalized patients' use, so please  be advised (literally: understand) that outpatients are not allowed to use it.""), ('応募に際しては、以下の書類をEメールまたは郵便にてご送付願います。', 'When you apply, please send the following documents by e-mail  or regular mail.'), ('電車とホームの間が広く空いています。足元にご注意願います。', 'There is a wide gap between the train and the platform. Please  watch your step.'), ('学術研究を目的とする方以外の当研究所図書館の利用はご遠慮願います。', ""Please refrain from using this laboratory library for any  purpose other than academic research. (literally: Those whose purpose is other  than academic research are asked not to use this laboratory's library.)"")], 'Image Notes': 'https://postautistic.github.io/img/Advanced願う／願います.png'}"
522,にひきかえ,nihikikae,A phrase that indicates a sharp contrast.In contrast to ~; while; whereas,entries/523.html,A. 380,"{'Explanation': 'No explanation available', 'Example Sentences': [('几帳面な父にひきかえ、息子はだらしなかった。', 'The son, in contrast to his meticulous father, was slovenly.'), ('この大学は教育の質がとてもいいのにひきかえ、学内の設備が劣る。', 'While the quality of education at this college is excellent,  the quality of the campus facilities is inferior.'), ('昨日にひきかえ今朝は快晴です。', 'In contrast to yesterday, this morning is perfectly clear.'), ('姉は何事にも堅実なタイプなのにひきかえ、妹は奔放なタイプだ。', ""My older sister is the type who's steady in  any situation, while my younger sister is the free-wheeling  type.""), ('昨年が楽しい年だったのにひきかえ、今年は色々な意味で試練の年だった。', 'The last year was an enjoyable year, whereas this year has been  a year of trials for all sorts of reasons.'), ('16世紀のフランスでは、貴族の食事は贅沢だったのにひきかえ、市民の食事はとても貧しいものだった。', 'In France in the 16th century, the nobility ate extravagantly  while the common people ate very poorly.'), ('我々は「Aという国は、こんなにすばらしいことをしている。それにひきかえ日本は全く駄目だ」という話をずっと聞かされ続けたものだ。', '“Country A is doing this really fabulous thing. In contrast,  Japan is completely useless.” We have been hearing this kind of statement  (continuously) for a long time.'), ('ハーバードやMITの名前は日本で広く知られているのにひきかえ、残念ながら私が教えているプリンストンの名前はほとんど知られていない。', 'Names such as Harvard and MIT are well-known in Japan while, regrettably, the name (of the school) where I am teaching, Princeton, is hardly known.'), ('EUについては、経済問題はよく議論されてきたのにひきかえ、文化面の議論があまりなされてこなかった。', ""Although the EU's economic problems have been frequently debated, its cultural issues have hardly been discussed.""), ('このアパートは駅にとても近くて便利なのにひきかえ、部屋は狭く、家賃も高い。', 'While this apartment is very close to the station and convenient, the room is small and the rent is high.'), ('日本の大学は、入るのが難しいのにひきかえ、出るのは簡単だと言われている。', 'They say that while it is difﬁcult to enter a Japanese university, it is easy to graduate.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedにひきかえ.png'}"
523,にいたっては,niitatteha,A compound particle that indicates an extreme example.When it comes to ~; as for; for example,entries/524.html,A. 384,"{'Explanation': 'No explanation available', 'Example Sentences': [('人間の体は60%が水、魚は75%、くらげにいたっては96%が水だ。', 'Human bodies are 60 percent water, while ﬁsh are 75 percent  water. As for jellyﬁsh, the ﬁgure is 96 percent.'), ('私自身は社会人になってからコンピュータを使い始めたが、新入社員は中学生の頃から、私の子供たちにいたっては、生まれた時から家にコンピュータがある世代だ。', 'I myself started to use a computer after I graduated and got a  job, but the new hires got started on computers when they were still junior  high school students. As for my children, they belong to the generation for  whom a computer is available at home from the time of their birth.'), ('一年間に日本中の廃棄物は5、１６０万トン、しかまこれは家庭や飲食店などから出る一般廃棄物で、産業廃棄物にいたってはその8倍近くの4億8百万トンも出ているのです。', 'In a year, 51,600,000 tons of waste is produced across Japan.  And, this is just general waste from homes and eating places. When it comes to  industrial waste, as much as 408,000,000 tons of waste, or nearly eight times  as much as general waste, is produced.'), ('少林寺拳法では女性拳士の数が増加傾向にあり、高校や大学の部活動にいたっては、部員の半数近くが女性だ。', 'In the case of Shourinji Kenpou, the number of female  practitioners is increasing; in clubs at high schools and colleges, for  example, almost half of the members are girls.'), ('今私たちの生活には多くの椅子が使われている。ダイニングにいたっては、ダイニングテーブルと椅子は、もはや一般的である。', 'Today we use many chairs in our daily life. As for the dining  room, a (set of) dining table and chairs is the standard.'), ('日本には、一般紙やスポーツ紙、専門的な業界紙など様々な新聞があるが、雑誌にいたっては、どんな分野のものでもある。', 'In Japan there are various newspapers, such as general papers,  sports newspapers, or papers that specialize in certain industries, but as for  magazines, they cover all ﬁelds.'), ('アジア太平洋地域以外にも、旅行者の注目を集めている地域がある。中央アメリカは昨年、旅行者数が23%増、中東も17.5％増となった。スペインも９％増加したし、モロッコにいたっては、２２％も増えた。', 'Areas outside the Asia Paciﬁc region have been drawing the  attention of travellers as well. Last year Central America saw a 23 percent  increase in travellers; in the Middle East, it was 17.5 percent. Spain saw 9  percent more travellers, and travel (literally: travellers) to Morocco, of all  places, grew 22 percent.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedにいたっては.png'}"
524,にかかわらず・に関/拘/係わらず,nikakawarazu,A compound particle that means “regardless of”Regardless of; independent of; without reference to; without distinguishing; whether X or Y; whether X or not; whatever/whoever/etc.,entries/525.html,A. 386,"{'Explanation': 'No explanation available', 'Example Sentences': [('当社は性別に関わらず同様に昇進できます。', 'At this company, employees are (literally: you can be) promoted  equally, regardless of sex.'), ('出席か欠席かに関わらず同封の葉書でお知らせ下さい。', 'Whether or not you will attend, please inform us (of your  intention) using the enclosed postcard.'), ('実際に使う使わないに関わらずレンタル料を払わなければならない。', 'We have to pay the rental fee whether we use it or not.'), ('商品化が可能か｛どうか/否か｝に関わらず我々はこの製品の研究を進める予定だ。', 'We plan to advance the research on this product, whether it can  be commercialized or not.'), ('会員であるなしに関わらず商品カタログをお送りします。', 'We will send you our product catalogue whether or not you are a  member.'), ('自覚症状のあるなしに関わらず医師に相談することを勧めます。', 'We recommend that you consult your doctor whether or not you  have symptoms.'), ('A社は市場調査の結果のいかんに関わらず日本でのマーケティングを開始することを決めた。', 'Company A has decided to begin marketing in Japan regardless of  the market research results.'), ('これはどの言語を学習するかに関わらず役に立つ情報だと思います。', 'I think this information is useful whatever language you may  study.'), ('このオンラインゲームは、性別・年齢に関わらず誰でも楽しむことができます。', 'Anyone, regardless of sex or age, can enjoy this online game.'), ('日本で外国人が日本語を話すと、実際に上手か下手かに関わらず、「日本語が上手ですね」とほめられます。', 'In Japan, when a foreigner speaks Japanese, whether they are  actually good or bad, people will praise them, saying,  “You speak Japanese  well.”'), ('実際にオーストラリアに行く行かないに関わらず休暇は取ろうと思っている。', ""Whether or not I actually go to Australia, I'm thinking of  taking some time off.""), ('我々は、助成金が下りるかどうかに関わらず、このプロジェクトを続ける。', 'We are going to continue this project, whether we are given a  grant or not.'), ('大学の図書館は、その大学の学生・教職員であるなしに関わらず閲覧できるのが普通だ。', '(The books in) University libraries are usually available (to  anyone), whether or not the user is a student, faculty member or staff member  of the university.'), ('条例のあるなしに関わらず、公共のスペースでの喫煙は明らかなマナー違反であることを認識してほしい。', ""I'd like people to recognize that whether or not there is a  regulation, smoking in public spaces is clearly unacceptable behaviour (literally:  a violation of manners).""), ('いかなる団体・個人についても、その意図や理由のいかんに関わらず、ここにある画像の転載・再配布等は許可しません。', 'No group or individual is allowed to reproduce or redistribute  the images found here, regardless of the intent or reason.'), ('この製品の著作者及び、製造、配布に関わるいかなる者も、本ソフトウエアの使用、または使用不能によって発生する損害に対する責任は、それが直接的であるか間接的であるか、必然的であるか偶発的であるかに関わらず、負わないものとします。', 'The author of this (software) product and (literally: any of)  those involved in its production and distribution bear no responsibility for  damage resulting from its use or the inability to use it, whether the damage is  direct or indirect, or inevitable or accidental.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedにかかわらず.png'}"
525,にかけては,nikaketeha,A compound particle that marks something in which someone excels or has conﬁdence.When it comes to ~; as for; in point of; in terms of; about; regarding,entries/526.html,A. 391,"{'Explanation': 'No explanation available', 'Example Sentences': [('経済学のノーベル賞を受賞したジョン・ナシュは数学にかけては自分の右に出る者はいないと思っていた。', 'John Nash, who received a Nobel Prize in economics, thought  that when it came to math, nobody was better than he was.'), ('ジャッキー・チェンは、アクションにかけては右に出る者がいない俳優である。', 'Jackie Chan is an actor with whom none can compete when it  comes to action ﬁlms.'), ('山崎氏はこの分野の政策立案にかけては政界随一の見識と経験を持っている。', 'For policy making in this ﬁeld, Mr. Yamazaki has the best  insight and experience in the political world.'), ('写真というものは絵画に比べて、その客観的再現力にかけては圧倒的にまさっている。', 'Photography overwhelmingly surpasses paintings in terms of  objective reproduction.'), ('このユースホステルは年齢を問わず誰でも利用でき、快適さにかけては世界中でも最高クラスだ。', 'One of the special features of this youth hostel is that people  of any age can stay here (literally: use it), and when it comes to comfort, it  is among the top-rated (hostels) in the world.'), ('この工場は特殊鋼の製造にかけては世界屈指の技術を有している。', ""When it comes to the production of special steels, this factory  has the world's best technology."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedにかけては.png'}"
526,にかたくない・に難くない,nikatakunai,A phrase that indicates that it is not hard to imagine or guess a situation.Not hard; easy ~,entries/527.html,A. 393,"{'Explanation': 'No explanation available', 'Example Sentences': [('給料が低いために教師の質が低下した（であろう）ことは想像にかたくない。', 'It is not hard to imagine that the quality of teachers fell  because of the low salary.'), ('幼い時に両親を失った彼女の生活が｛いかに/どれほど｝悲惨だったかは推測にかたくない。', 'It is easy to guess how miserable her life was after she lost  her parents.'), ('この新宅には相当お金をかけたであろうことは想像にかたくない。', 'It is easy to imagine them spending a lot of money on this new  house.'), ('日本語教育のめざましい進歩の裏には、日本語教育者・研究者の並々ならぬ努力があったことは、想像にかたくありません。', 'It is not hard to imagine that behind the eye-opening progress  Japanese language education has made are the extraordinary efforts of Japanese  language educators and researchers.'), ('留学生にとって日本の伝統文化を見つけることがいかに難しくなっているかは想像にかたくないことでしょう。', ""It isn't hard to imagine how difﬁcult it has become for foreign  students to ﬁnd (examples of) traditional Japanese culture.""), ('好きな文芸の道と経営者としての責任の間で、多才な彼が苦悩していたことは想像にかたくない。', ""It isn't hard to imagine that a man of his versatile talents  struggled (to choose) between his beloved world of literature and his  managerial responsibilities.""), ('その青年が非常に心優しく生真面目かつ勉学熱心な人間だったことは推測にかたくない。', 'It is easy to imagine that young man as a gentle, serious and  diligent person.'), ('海外に在住して母国の軍事政権への反対活動を行っている人が帰国すれば、拘禁や拷問にさらされるであろうことは予測にかたくない。', ""It isn't hard to predict that  if people who live overseas and actively criticize the military regime of their  country go home, most likely they will be put into prison and tortured."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedに難くない.png'}"
527,に決まっている,nikimatteiru,A phrase indicating the speaker’s/writer’s strong conviction or motivation.Surely; be bound to; be a given; of course; must be; we all know that,entries/528.html,A. 395,"{'Explanation': 'No explanation available', 'Example Sentences': [('性格は、いい方がいいに決まっている。', 'It is a given that a good personality is preferable.'), ('お客さまだって安く買いたいに決まっているじゃないか。', 'Of course customers want to buy things cheaply.'), ('ただただ漢字を書くなんて、つまらないに決まっている。', 'To keep writing nothing but Chinese characters is bound to be  boring.'), ('すぐ角のタバコ屋に行く程度の用事なら、車より自転車の方が便利に決まっている。', ""If you're just going on an errand to the tobacco shop around  the comer, it's more convenient to go there by bike than by car\u3000—\u3000no question  about it!""), ('立派なX染色体と小さなY染色体をつくづく見ていると、女性の方が丈夫に決まっていると思う。', 'When I closely observe the magniﬁcent X chromosome and the  small Y chromosome, it seems like women are bound to be healthier.'), ('同じ商品なら気持ちのいい店で買うに決まっている。', 'If the merchandise is the same, people will always buy at a  store with a good atmosphere.'), ('子供は、大人が作っている社会の中で育つのだから、子供が変なのは大人のせいに決まっている。', 'Children grow up in a society that adults create. So, if the  children are not normal, it is a given that the adults are at fault.'), ('何しに来たって？飲みに来たに決まっているじゃないか。', '(Are you asking me) what I came here for? Of course I came here  to drink!')], 'Image Notes': 'https://postautistic.github.io/img/Advancedに決っている.png'}"
528,に越したことはない,nikoshitakotowanai,A phrase used to indicate that a state or action is more desirable.Nothing is better than; if possible; be the best; be ideal; the ~ the ~,entries/529.html,A. 398,"{'Explanation': 'No explanation available', 'Example Sentences': [('仲間は多いに越したことはない。', 'The more buddies you have the better.'), ('元気（である）に越したことはない。', 'The healthier the better.'), ('虫歯は予防する（の）に越したことはない。', 'For cavities, nothing is better than prevention.'), ('温度は一定（である）に越したことはない。', 'A constant temperature is ideal.'), ('環境はよいに越したことはない。', 'A good environment is the best.'), ('働く時間は短いに越したことはないんじゃないの？', 'Regarding working hours, the shorter the better, right?'), ('部屋は清潔に越したことはない。', 'A clean room is best.'), ('うちの息子はわんぱくで手に余る。まあ、元気に越したことはないけれど。', 'My son is mischievous beyond our control, but nothing is more  important than his being healthy.'), ('今週の土曜日から来週水曜日までの5日間、僕も夏休みに入ります。特別な予定もないけど仕事より休みに越したことはありません。', ""I will be on summer vacation for ﬁve days from this Saturday  through next Wednesday. I don't have any particular plan, but having days off  is better than work.""), ('痛みは避けるべきものであり、ないに越したことはない。', 'We should avoid pain, and having none is best.'), ('クリスマスに「私にとって最高の贈り物はあなたです」なんて言葉が言えるに越したことはない。', ""There would be nothing better than being able to say on  Christmas Day, “You're the best gift I could have.”""), ('ネットワークがどれだけ発達しても、本当のコミュニケーションには、人と人とが向かい合って話すのに越したことはない。', 'No matter how well-developed networks are, when it comes to  real communication, nothing is better than talking face to face.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedに越したことはない.png'}"
529,に/ともなると,nitomonaruto,A phrase that is used when something or some situation is perceived to be special.When; if; as,entries/530.html,A. 401,"{'Explanation': 'No explanation available', 'Example Sentences': [('桜の季節｛に/と｝もなるとこの公園は花見客でにぎわう。', 'In the cherry blossom season (literally: When it becomes the  cherry blossom season), this park is packed with cherry blossom viewers.'), ('外国へ行くともなると、その国の言語や文化を勉強したくなるはずだ。', ""When you go abroad, most likely you will want to study that  country's language and culture.""), ('正月ともなると、友人同士、お互いの家を行き来して、正月酒を楽しむ。', ""On New Year's Day my friends and I go to each other's houses  and enjoy New Year's Day sake.""), ('ここは紅葉が始まると訪れる人が増え始め、11月半ばともなると大勢の人でごったがえす。', 'When the leaves begin turning red, the number of visitors  starts to increase, and in mid-November, this place is packed with people.'), ('社会人にもなると、先輩や友人の結婚式に招かれる機会が出てきます。', 'Once you (graduate and) get out in the real world, you will  start getting invited to the weddings of your elders and friends.'), ('高校生にもなると、自分のお小遣いくらいは、バイトして稼ぐようになる。', 'When you become a high school student, you get a part-time job  and start earning your own pocket money.'), ('大きなホテルともなると、一日に数千人もの利用者が集まってくる。', 'At a big hotel, thousands of people come through daily.'), ('『美人と野獣』ともなると人気の作品だから、当日券なんてなかなか買えない。', ""“Beauty and the Beast” is a popular show, so it's hard to ﬁnd  same day tickets.""), ('大学へ進学するともなると、学問、バイト、サークルなど、人それぞれのライフスタイルができてくる。', 'When you enter college, each of you will develop your own lifestyle, with studies, work and club activities.'), ('今年から修学旅行先が北海道になり、飛行機で行くともなると、胸を躍らさずにはいられなかった。', ""Starting this year, we're going to Hokkaido for our school trip, and the thought of ﬂying there has made us so excited we can hardly stand it."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedに／ともなると.png'}"
530,に向けて・に向けた,nimuketenimuketa,"A compound particle that indicates the destination/direction of movement, the target/direction of an action, or the goal/purpose of an action.Toward; to; at; aiming at; targeting; for; for the purpose of; in order to",entries/531.html,A. 404,"{'Explanation': 'No explanation available', 'Example Sentences': [('報道班は次の目的地に向けて出発した。', 'The team of reporters left for the next destination.'), ('このテレビコマーシャルは20、30代の独身女性に向けて発信されている。', 'This TV commercial is being marketed to single women in their  twenties and thirties.'), ('今、来年の入学試験に向けて頑張っています。', ""I'm studying hard now for the next year's entrance exam.""), ('新しいエネルギーの開発に向けて研究が進んでいる。', 'Research is progressing toward (the goal of) developing new  energy.'), ('地球温暖化防止に｛向けての/向けた｝動きが活発化している。', 'Efforts to prevent (literally: Movement for the purpose of preventing) global  warming are gaining vigour.'), ('救援物資を積んだヘリコプターが被災地に向けて飛び立った。', 'A helicopter loaded with relief supplies left for (literally:  took off toward) the site of the damage.'), ('機動隊はデモ隊に向けて催涙弾を発射した。', 'The riot police shot tear gas bombs at the ranks of  demonstrators.'), ('K社は1月から九州で生産した高級車を中国に向けて輸出する。', 'Starting in January, K Company is going to  export luxury cars to China which were manufactured in Kyushu.'), ('このプロジェクトでは、世界各国のアニメーターが世界中の子供たちに向けて作品を作り、それをそれぞれの国の言葉に翻訳します。', ""In this project, animators from around the globe create works  for the world's children, and then the works are translated into various  countries' languages.""), ('バレーボール協会は次のオリンピックに向けて選手の強化を急いでいる。', 'The volleyball association is hurrying to  strengthen its players for the next Olympic Games.'), ('異なる特許制度の世界的統一に向けて交渉が開始された。', 'Negotiations toward the global integration of incompatible (literally:  different) patent systems began.'), ('H社は新しく開発された電池の事業化に向けて新会社を設立した。', 'H Company has established a new company for the  commercialization of their newly-developed battery.'), ('我が社は効率的な社内コミュニケーションに向けての新しいコミュニケーションシステムの導入を進めている。', 'Our company is implementing a new communication system for more  efﬁcient internal communication.'), ('M氏の提言は、新たな世紀に向けた日本外交の指針を考えていくにあたり、非常に示唆に富むものであった。', ""Mr. M's proposal was full of suggestions when we began  considering the guiding principles of Japan's diplomacy for the new century."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedに向けて／向けた.png'}"
531,～に～ない,ninai,A sentence structure meaning “someone cannot manage to do something”Cannot manage to; just cannot; cannot ~ even though ~ want to; cannot ~ despite the fact that ~ want to,entries/532.html,A. 408,"{'Explanation': 'No explanation available', 'Example Sentences': [('後任者が決まらないので、辞めるに辞められない。', ""Because my successor hasn't been chosen yet, I haven't been  able to resign (my current position).""), ('大事なお客さんからの電話がいつまで待ってもかかってこないので、帰るに帰れない。', ""I've been waiting a long time for a call from an important  customer, but it hasn't come, so I cannot leave the ofﬁce.""), ('みんなの前で大見えを切ってできると言ってしまったので引くに引けない。', 'Because I boasted to everyone that I could do it, I cannot pull  out now even though I want to.'), ('同窓会などで会った旧友が、何かの団体に入っていたり、何かの商品を売っていたりして、勧誘を断るに断れないケースがよくある。', 'When you go to school reunions or other events, often you  cannot say no to an old friend who has joined a group (and asks you to join) or  is selling some product (and asks you to buy it).'), ('録画予約をして帰ってみたら、停電で全然録画されておらず泣くに泣けなかったという経験はありませんか。', ""Have you ever had the experience of setting a programmed  recording, only to come home and find that the power went out and you didn't  record a thing? It makes you want to cry.""), ('急に今日中に終わらせなければならない仕事が入った。今日は子供の誕生日で早く帰ると約束したのに、周りの同僚も自分の仕事に必死で、頼むに頼めない。', ""Unexpectedly, I got work that I have to finish today. It's my  child's birthday, and I promised to come home early, but my colleagues (around  me) are desperately trying to ﬁnish their own work, so I cannot (manage to) ask  them to do mine for me.""), ('通訳の失敗談は、話として聞いている分にはおかしいものが多いが、中には深刻すぎて笑うに笑えないものもある。', 'Tales of blunders by interpreters are mostly laughable  incidents when heard as anecdotes, but some of them are too serious to be  considered laughing matters.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedに～ない.png'}"
532,に（も）なく,nimonaku,A phrase that means something unusual happens or someone does something unusual.Unusually; more ~ than usual,entries/533.html,A. 411,"{'Explanation': 'No explanation available', 'Example Sentences': [('彼女は今日はいつに（も）なく陽気だった。', 'She was unusually cheerful today.'), ('宏は「ただいまー」といつになく明るい声で帰ってきた。', 'Hiroshi came home and said ""I\'m home!"" in an unusually cheerful  voice.'), ('普段はたいていビールや日本酒だが、たまに柄にもなくバーにカクテルを飲みに行ったりする。', 'Usually I drink beer or sake, but occasionally I may go out for  cocktails at a bar, which is unlike me.'), ('今年は例年になく猛暑で、いつもは省エネを心がけている私が、いつの間にかクーラーをかけてしまっている。', 'This year has been unusually hot, a real scorcher. I usually  try hard to save energy, but I ﬁnd myself turning on the cooler.'), ('気になっていた彼女が隣に座ったので、僕の心は我にもなく弾んだ。', ""The woman I've got a crush on sat next to me, so my heart  started pounding with excitement, which is unlike me."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedに(も)なく.png'}"
533,に応じて・応じた,nioujiteoujita,A compound particle that means “in response to”.In response to; according to; depending on; appropriate for; suitable for; suited to; meet,entries/534.html,A. 412,"{'Explanation': 'No explanation available', 'Example Sentences': [('組合の要求に応じて標準就業時間が短縮されることになった。', 'In response to union demands, the standard work day (literally:  standard work hours) will be shortened.'), ('業績に応じて従業員全員にボーナスが支給された。', 'Bonuses were distributed to all employees according to their  performance (literally: achievements).'), ('天候や道路状況に応じた適切な運転を心がけましょう。', 'Please make sure your driving is appropriate for the weather  and road conditions.'), ('当社では要請に応じて講師を学校に派遣することもできます。', 'We can also dispatch a lecturer to the school in response to  their request.'), ('病院でもらう薬は、医師が患者の体質や症状に応じて処方します。', ""The drugs a patient receives at the hospital are prescribed by  the doctor according to the patient's physical condition and symptoms.""), ('湯沸かし器の設定温度は、目的に応じてその都度調節するのが賢い使い方だ。', 'A wise way of using a water heater is to adjust the (pre-set)  temperature each time, according to the purpose.'), ('今年行われた「今後の大学教育のあり方に関する世論調査」によると、外国語教育の効果的だと思われる授業のあり方に関して、33.7％が「学生個人の能力に応じてクラスを分けて授業を行う」と答えた。', 'According to the ""Survey of How Future Higher Education Should  Be,"" which was conducted this year, 33.7 percent (of respondents) agreed that  for effective foreign language education, ""classes should be taught by dividing  students according to their ability"".'), ('髪のケアには欠かせないシャンプーには症状に応じて様々なタイプがある。', 'Shampoo, which is indispensable for hair care, comes in various  types, depending on the condition of your hair.'), ('一般に供給は需要に応じて変動する。しかし、場合によって需要が供給に応じて変動するのも事実である。', 'Generally, supply changes according to the demand. However, it  is also true that in some cases demand changes according to the supply.'), ('家を購入する場合には収入に応じた物件を選ぶべきです。', 'When buying a house, you should choose one that is within your  means (literally: suitable for your income).'), ('我が社はお客さまのご予算に応じた費用対効果の高いホームページ制作を支援します。', ""We support the production of highly cost-effective Web pages  geared to the customer's budget (literally: suitable for the customer's  budget).""), ('平成15年に公布された「個人情報の保護に関する法律」は、個人情報取扱事業者に対し、本人の求めに応じて保有個人データの開示や訂正を行うこと、また本人の求めに応じてその利用を停止することなだを義務づけている。', ""The Law Regarding the Protection of Personal Information, which  was promulgated in the ﬁfteenth year of Heisei (2003), requires businesses that  handle personal information to disclose or correct an individual's personal  data in their possession in response to the individual's demand, or to stop  using the data in response to his/her demand."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedに応じて／応じた.png'}"
534,にしろ・せよ,nishiroseyo,A conjunctive phrase that carries the meaning of concession.Even though (it is/was the case that); even if (it is true that); although (it is/was the case that); whatever/whoever/etc.; no matter what/who/how/etc.; whether X or Y,entries/535.html,A. 418,"{'Explanation': 'No explanation available', 'Example Sentences': [('時間があまりなかったに｛しろ/せよ｝、この仕事はひどすぎる。', ""Even though he didn't have much time, this work is too sloppy.""), ('誰が書くに｛しろ/せよ｝、絶対間違いがあってはいけない。', 'No matter who writes it, there can be absolutely no mistakes.'), ('行くに｛しろ/せよ｝、行かないに｛しろ/せよ｝、後で電話を下さい。', 'Whether you go or not, please give me a call later.'), ('何に｛しろ/せよ｝、このままでは問題は解決しない。', ""At any rate (literally: whatever it is), leaving the situation  as it is won't solve the problem.""), ('たとえ練習に｛しろ/せよ｝、真面目にやらなければならない。', 'Even though it is just practice, you have to take it seriously.'), ('程度の差はあるにせよ、性差別のない国はないだろう。', 'Although the degree may differ from country to country (literally:  there may be differences in degree), there is no country without gender  discrimination.'), ('薬を飲むことですべての問題が解決はしないにしろ、あなたの場合は薬で症状を軽減させることが先決です。', ""Even if (it's true that) taking the drug will not solve all  your problems, in your case, you have to alleviate the symptoms ﬁrst (by taking  it).""), ('誰かに書いてもらうにしろ、内容は我々が考えなければならない。', 'Even if we ask someone to write it for us, we will have to  think of what to say (literally: the content) ourselves.'), ('どのソフトを使うにしろ、早く使い方に慣れてもらわないといけない。', 'Whichever software application you use, you must quickly get  comfortable using it (literally: get used to how to use it).'), ('誰がそれを説明するにせよ、相手の気持ちを傷つけないように細心の注意が必要だ。', 'Whoever explains it (to him) must be very careful not to hurt  his feelings.'), ('どんな事情があったにせよ、何も言わずに仕事を辞めるのは無責任すぎる。', 'No matter what the circumstances were, quitting the job without  saying anything is just (too) irresponsible.'), ('ホームページの制作に関する書籍は書店の棚にあふれている状態で、自分が読むにせよ、他人に勧めるにせよ、大いに迷う。', 'Books on Web page design are spilling off of bookstore shelves,  and whether we want to read them ourselves or recommend them to someone else,  it is hard to know what to choose.'), ('現政権を支持するにせよ批判するにせよ、まずはじめに問題に対する正確な理解と冷静な分析が不可欠である。', 'First of all, whether you support the current administration or  criticize it, an accurate understanding and a cool analysis of the problems are  indispensable.'), ('野球にせよサッカーにせよ、プロでやっていくには並の努力では続かない。', 'Whether it be baseball or soccer, you cannot stay as a  professional player just with an ordinary effort.'), ('普通の人は、意識的にせよ無意識的にせよ、不快なことを避けようとする。', 'Whether they do it consciously or unconsciously, ordinary  people try to avoid unpleasant things.'), ('一旦ネットに発信してしまった情報は、それが真実にせよそうでないにせよ、取り消しができない。', ""Whether it is true or not, once you send out information on the  Internet, you can't take it back."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedにしろ／せよ.png'}"
535,にしたところで,nishitatokorode,A compound particle that means “even” or “also”.Also; (even) for ~,entries/536.html,A. 423,"{'Explanation': 'No explanation available', 'Example Sentences': [('彼は日本語を20年も勉強しているが、その彼にしたところで、まだ分からない文法に時々出くわすそうだ。', ""He has studied Japanese for 20 years, but he told me that even  he still encounters grammar he doesn't understand.""), ('子供はいつか手の届かないところへ行ってしまうものだ。自分の子だけはそうでないと思うかもしれないが、あなたの子にしたところで同じだ。', ""Children go (places) beyond their parents' reach sooner or  later. You may think that your own children will be different, but they, too,  will be the same.""), ('昔の浮気が発覚した夫は「10年たってるんだからもう時効だ」と開き直りの態度です。私にしたところで二人の子供のことを考えると離婚にはなかなか踏み切れません。', 'My husband, whose past affair was discovered, turned deﬁant,  saying, ""It was 10 years ago, so it\'s too late (to do anything)"" I, too,  couldn\'t bear to go forward with a divorce when I thought about our two  children.'), ('最近は万年筆で字を書く人というのを、ほとんど見なくなって残念だ。もっとも、そういう私にしたところで、普段使っているのはボールペンだ。', 'Lately, you seldom see people writing with a fountain pen, and  that makes me feel terribly disappointed. But even I usually use a ball-point  pen.'), ('三島由紀夫は産湯に浸かった記憶があると書いているが、彼にしたところで、死ぬまでのすべての記憶があるわけではない。', ""Yukio Mishima wrote that he remembered (literally: had a memory  of) taking his ﬁrst bath as a baby, but there's no way even he remembered  everything he did from birth until death (literally: until he died)."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedにしたところで.png'}"
