Index,Word,Kana,Meaning,Part of Speech,Example JP,Example EN,Jisho Link
5537,編集,へんしゅう,"editing, compilation",Verbal Noun,私は雑誌の編集の仕事をしています。,I work as a magazine editor.,http://jisho.org/search/%E7%B7%A8%E9%9B%86
5538,追放,ついほう,"banishment, deportation",Verbal Noun,彼は国外に追放されました。,He was deported.,http://jisho.org/search/%E8%BF%BD%E6%94%BE
5539,放射能,ほうしゃのう,radioactivity,Noun,この地区は放射能に汚染されたんだ。,This area has been contaminated by radioactivity.,http://jisho.org/search/%E6%94%BE%E5%B0%84%E8%83%BD
5540,放す,はなす,"release, free",Verb,公園で犬を放したの。,I let my dog run freely in the park.,http://jisho.org/search/%E6%94%BE%E3%81%99
5541,ぞんざい,ぞんざい,"rough, rude",Adjective,そんなぞんざいな口のききかたはよくないよ。,That kind of sloppy way of talking is no good.,http://jisho.org/search/%E3%81%9E%E3%82%93%E3%81%96%E3%81%84
5542,放る,ほうる,"fling, hurl",Verb,ボールを空中に放ったの。,I threw the ball in the air.,http://jisho.org/search/%E6%94%BE%E3%82%8B
5543,無視,むし,"ignoring, disregarding",Verbal Noun,彼の意見は無視されたよ。,His opinion was disregarded.,http://jisho.org/search/%E7%84%A1%E8%A6%96
5544,服装,ふくそう,"clothes, garments",Noun,そのパーティーはカジュアルな服装で大丈夫です。,It's alright to wear casual clothes to the party.,http://jisho.org/search/%E6%9C%8D%E8%A3%85
5545,振り仮名,ふりがな,reading aid in kana characters,Noun,名前に振り仮名をつけてください。,Please indicate the pronunciation of your name with kana.,http://jisho.org/search/%E6%8C%AF%E3%82%8A%E4%BB%AE%E5%90%8D
5546,銅,どう,copper,Noun,10円玉は銅でできています。,The ten yen coin is made of copper.,http://jisho.org/search/%E9%8A%85
5547,たんす,たんす,"chest of drawers, wardrobe",Noun,昨日、たんすを買いました。,I bought a chest of drawers yesterday.,http://jisho.org/search/%E3%81%9F%E3%82%93%E3%81%99
5548,悲劇,ひげき,"tragedy, tragic drama",Noun,あの悲劇を繰り返してはいけない。,You must not repeat that tragedy.,http://jisho.org/search/%E6%82%B2%E5%8A%87
5549,団体,だんたい,"group, corporation",Noun,サッカーは団体競技です。,Soccer is a team event.,http://jisho.org/search/%E5%9B%A3%E4%BD%93
5550,団地,だんち,"housing estate, housing complex",Noun,私の弟は団地に住んでいます。,My little brother lives in a housing complex.,http://jisho.org/search/%E5%9B%A3%E5%9C%B0
5551,美術,びじゅつ,"art, fine arts",Noun,弟は美術を専攻しています。,My little brother majors in fine art.,http://jisho.org/search/%E7%BE%8E%E8%A1%93
5552,博士,はくし,Ph.D.,Noun,彼は数学の博士だそうです。,I hear he has a Ph.D in math.,http://jisho.org/search/%E5%8D%9A%E5%A3%AB
5553,博士,はかせ,"expert, doctor",Noun,彼は物理学の博士です。,He's a doctor of physics.,http://jisho.org/search/%E5%8D%9A%E5%A3%AB
5554,チェンジ,チェンジ,"change, exchange",Verbal Noun,坂道でギアーをチェンジしたよ。,I changed gear as the road sloped.,http://jisho.org/search/%E3%83%81%E3%82%A7%E3%83%B3%E3%82%B8
5555,展開,てんかい,"unfolding, development",Verbal Noun,話の展開についていけない。,I can't follow the thread of the conversation.,http://jisho.org/search/%E5%B1%95%E9%96%8B
5556,発展,はってん,"expansion, prosperity",Verbal Noun,あの会社は目覚しく発展しているね。,That company has expanded remarkably.,http://jisho.org/search/%E7%99%BA%E5%B1%95
5557,催す,もよおす,"feel, experience",Verb,静かな音楽で眠気を催したよ。,I felt sleepy due to the quiet music.,http://jisho.org/search/%E5%82%AC%E3%81%99
5558,催し,もよおし,"event, function",Noun,学校の催しに参加しました。,I took part in the event at school.,http://jisho.org/search/%E5%82%AC%E3%81%97
5559,典型的,てんけいてき,"typical, representative",Adjective,彼女は典型的なイタリア人です。,She's a typical Italian.,http://jisho.org/search/%E5%85%B8%E5%9E%8B%E7%9A%84
5560,つかまる,つかまる,"grip, grab",Verb,しっかりとつかまっていてください。,Now hold on tight.,http://jisho.org/search/%E3%81%A4%E3%81%8B%E3%81%BE%E3%82%8B
5561,典型,てんけい,"type, model",Noun,彼は職人の典型です。,He's a typical artisan.,http://jisho.org/search/%E5%85%B8%E5%9E%8B
5562,百科事典,ひゃっかじてん,encyclopedia,Noun,めずらしい猫について百科事典で調べたの。,I looked up a rare cat in the encyclopedia.,http://jisho.org/search/%E7%99%BE%E7%A7%91%E4%BA%8B%E5%85%B8
5563,特殊,とくしゅ,"special, unique",Adjective,彼は特殊な能力を持っています。,He has a special ability.,http://jisho.org/search/%E7%89%B9%E6%AE%8A
5564,微妙,びみょう,"subtle, delicate",Adjectival Noun,彼は会社で微妙な立場にあります。,He's in a delicate position in the company.,http://jisho.org/search/%E5%BE%AE%E5%A6%99
5565,免税,めんぜい,tax exemption,Verbal Noun,この商品は免税です。,This product is tax-exempt.,http://jisho.org/search/%E5%85%8D%E7%A8%8E
5566,つながり,つながり,"connection, relation",Noun,この文のつながりはおかしいです。,The flow of this sentence is strange.,http://jisho.org/search/%E3%81%A4%E3%81%AA%E3%81%8C%E3%82%8A
5567,免許,めんきょ,"license, permit",Noun,やっと運転免許を手に入れたよ。,I finally got my driver's license.,http://jisho.org/search/%E5%85%8D%E8%A8%B1
5568,動詞,どうし,verb,Noun,「食べる」は動詞です。,Eat is a verb.,http://jisho.org/search/%E5%8B%95%E8%A9%9E
5569,名詞,めいし,noun,Noun,「学校」は名詞です。,School is a noun.,http://jisho.org/search/%E5%90%8D%E8%A9%9E
5570,副詞,ふくし,adverb,Noun,「ゆっくり歩く」の「ゆっくり」は副詞です。,"""Slowly in """"Walk slowly"""" is an adverb.""",http://jisho.org/search/%E5%89%AF%E8%A9%9E
5571,代名詞,だいめいし,pronoun,Noun,「彼」は代名詞の一つです。,He is a pronoun.,http://jisho.org/search/%E4%BB%A3%E5%90%8D%E8%A9%9E
5572,つながる,つながる,"connect, join",Verb,電話がつながりません。,Phone calls aren't getting through.,http://jisho.org/search/%E3%81%A4%E3%81%AA%E3%81%8C%E3%82%8B
5573,伝統,でんとう,"tradition, convention",Noun,私は日本の伝統を大切にします。,I value the traditions of Japan.,http://jisho.org/search/%E4%BC%9D%E7%B5%B1
5574,伝わる,つたわる,"be transmitted, be handed down",Verb,漢字は中国から伝わった。,Chinese characters were transmitted from China.,http://jisho.org/search/%E4%BC%9D%E3%82%8F%E3%82%8B
5575,伝説,でんせつ,"legend, folk tale",Noun,彼は数々の伝説を残しました。,He left behind a lot of legends.,http://jisho.org/search/%E4%BC%9D%E8%AA%AC
5576,手伝い,てつだい,"help, assistant",Noun,会議の準備に手伝いが必要です。,We need help with preparations for the meeting.,http://jisho.org/search/%E6%89%8B%E4%BC%9D%E3%81%84
5577,伝言,でんごん,verbal message,Verbal Noun,課長から伝言があります。,There's a message from the section chief.,http://jisho.org/search/%E4%BC%9D%E8%A8%80
5578,伝染,でんせん,"contagion, infection",Verbal Noun,その国ではコレラの伝染が蔓延しています。,There's a spreading cholera epidemic in that country.,http://jisho.org/search/%E4%BC%9D%E6%9F%93
5579,つばめ,つばめ,swallow,Noun,つばめが飛んでいますね。,The swallows are flying.,http://jisho.org/search/%E3%81%A4%E3%81%B0%E3%82%81
5580,焼き鳥,やきとり,"yakitori, grilled chicken",Noun,焼き鳥はビールに合うな。,Yakitori goes well with beer.,http://jisho.org/search/%E7%84%BC%E3%81%8D%E9%B3%A5
5581,鳴らす,ならす,"ring, sound",Verb,お坊さんが鐘を鳴らしていますね。,The priest is ringing the gong.,http://jisho.org/search/%E9%B3%B4%E3%82%89%E3%81%99
5582,悲鳴,ひめい,"shriek, scream",Noun,外から悲鳴が聞こえたな。,A scream was heard outside.,http://jisho.org/search/%E6%82%B2%E9%B3%B4
5583,笑い声,わらいごえ,laughter,Noun,部屋の中から笑い声が聞こえた。,I heard laughter coming from the room.,http://jisho.org/search/%E7%AC%91%E3%81%84%E5%A3%B0
5584,泣き声,なきごえ,"tearful voice, crying",Noun,赤ちゃんの泣き声が聞こえますね。,I can hear a baby crying.,http://jisho.org/search/%E6%B3%A3%E3%81%8D%E5%A3%B0
5585,つぶやく,つぶやく,"mutter, murmur",Verb,彼は一人で何かつぶやいていたの。,He was muttering something to himself.,http://jisho.org/search/%E3%81%A4%E3%81%B6%E3%82%84%E3%81%8F
5586,話し声,はなしごえ,"voice, whisper",Noun,隣の部屋から話し声が聞こえます。,I can hear voices coming from the room next door.,http://jisho.org/search/%E8%A9%B1%E3%81%97%E5%A3%B0
5587,駐車,ちゅうしゃ,parking,Verbal Noun,車はここに駐車してください。,Please park the car here.,http://jisho.org/search/%E9%A7%90%E8%BB%8A
5588,騒音,そうおん,noise,Noun,窓から車の騒音が入って来ます。,The noise of the cars is coming through the window.,http://jisho.org/search/%E9%A8%92%E9%9F%B3
5589,騒動,そうどう,"disturbance, confusion",Noun,警察がやって来て騒動を静めたんだ。,The police came and calmed the riot.,http://jisho.org/search/%E9%A8%92%E5%8B%95
5590,騒々しい,そうぞうしい,"noisy, rowdy",Adjective,隣の家はいつも騒々しい。,The house next door is always noisy.,http://jisho.org/search/%E9%A8%92%E3%80%85%E3%81%97%E3%81%84
5591,つぶる,つぶる,close,Verb,目をつぶってください。,Close your eyes.,http://jisho.org/search/%E3%81%A4%E3%81%B6%E3%82%8B
5592,名刺,めいし,"business card, calling card",Noun,私たちは名刺を交換しました。,We exchanged business cards.,http://jisho.org/search/%E5%90%8D%E5%88%BA
5593,到着,とうちゃく,arrival,Verbal Noun,夜9時に東京に到着しました。,I arrived at Tokyo at 9 pm.,http://jisho.org/search/%E5%88%B0%E7%9D%80
5594,到達,とうたつ,"arrival, attainment",Verbal Noun,ついに山頂に到達しました。,We finally reached the top of the mountain.,http://jisho.org/search/%E5%88%B0%E9%81%94
5595,倒産,とうさん,insolvency,Verbal Noun,会社が倒産しました。,The company went bankrupt.,http://jisho.org/search/%E5%80%92%E7%94%A3
5596,面倒,めんどう,"troublesome, difficult",Adjectival Noun,会社で面倒なことが起こったの。,There was some trouble at the office.,http://jisho.org/search/%E9%9D%A2%E5%80%92
5597,斜め,ななめ,"diagonal, slant",Adjectival Noun,ここに斜めに線を引いてください。,Please draw a line here diagonally.,http://jisho.org/search/%E6%96%9C%E3%82%81
5598,つぼみ,つぼみ,bud,Noun,花のつぼみがたくさんついていますね。,There are a lot of flower buds on it.,http://jisho.org/search/%E3%81%A4%E3%81%BC%E3%81%BF
5599,柔らかい,やわらかい,"soft, gentle",Adjective,柔らかい日差しが気持ちいいね。,Soft sunlight feels pleasant.,http://jisho.org/search/%E6%9F%94%E3%82%89%E3%81%8B%E3%81%84
5600,張る,はる,"strain, be stretched",Verb,疲れて肩が張っています。,My shoulders are stiff with fatigue.,http://jisho.org/search/%E5%BC%B5%E3%82%8B
5601,張り切る,はりきる,"go all out, make efforts",Verb,母は張り切ってお弁当を用意したの。,My mother went all out when she made this lunch box.,http://jisho.org/search/%E5%BC%B5%E3%82%8A%E5%88%87%E3%82%8B
5602,欲張り,よくばり,"greed, greedy",Adjectival Noun,彼女は欲張りです。,She's greedy.,http://jisho.org/search/%E6%AC%B2%E5%BC%B5%E3%82%8A
5603,突然,とつぜん,"abruptly, suddenly",Adverb,彼は突然走り出したのよ。,He suddenly began to run.,http://jisho.org/search/%E7%AA%81%E7%84%B6
5604,つまずく,つまずく,"stumble, trip",Verb,石につまずきました。,I stumbled on the stone.,http://jisho.org/search/%E3%81%A4%E3%81%BE%E3%81%9A%E3%81%8F
5605,突っ込む,つっこむ,"thrust in, dash into",Verb,ポケットに財布を突っ込んじゃった。,I thrust my wallet into my pocket.,http://jisho.org/search/%E7%AA%81%E3%81%A3%E8%BE%BC%E3%82%80
5606,突く,つく,"thrust, poke",Verb,彼はビリヤードの球を上手に突くね。,He shoots pool very well.,http://jisho.org/search/%E7%AA%81%E3%81%8F
5607,追突,ついとつ,collision,Verbal Noun,バスが乗用車に追突したよ。,The bus bumped the passenger car from behind.,http://jisho.org/search/%E8%BF%BD%E7%AA%81
5608,触れる,ふれる,"touch, come in contact with",Verb,手と手が触れてどきどきしたよ。,My heart pounded as our hands touched.,http://jisho.org/search/%E8%A7%A6%E3%82%8C%E3%82%8B
5609,避難,ひなん,"refuge, shelter",Verbal Noun,危ないので避難してください。,"It's dangerous here, so please evacuate!",http://jisho.org/search/%E9%81%BF%E9%9B%A3
5610,ツル,ツル,"crane, stork",Noun,湖にツルがいますよ。,There's a crane on the lake.,http://jisho.org/search/%E3%83%84%E3%83%AB
5611,墜落,ついらく,"fall, crash",Verbal Noun,飛行機の墜落事故があったんだ。,There was an airplane crash.,http://jisho.org/search/%E5%A2%9C%E8%90%BD
5612,兵士,へいし,soldier,Noun,その爆撃で兵士が3人負傷しました。,Three soldiers were injured in the bombing.,http://jisho.org/search/%E5%85%B5%E5%A3%AB
5613,兵器,へいき,"arms, weapon",Noun,あの国は強力な兵器を持っている。,That country has strong weapons.,http://jisho.org/search/%E5%85%B5%E5%99%A8
5614,兵隊,へいたい,"soldier, troops",Noun,兵隊が銃をかまえていたよ。,The soldier was holding the gun at the ready.,http://jisho.org/search/%E5%85%B5%E9%9A%8A
5615,武器,ぶき,"weapon, arms",Noun,彼らは武器を取り、立ち上がった。,"They took arms, and stood up.",http://jisho.org/search/%E6%AD%A6%E5%99%A8
5616,武士,ぶし,"samurai, warrior",Noun,彼の家柄は武士でした。,He's from a samurai family.,http://jisho.org/search/%E6%AD%A6%E5%A3%AB
5617,でこぼこ,でこぼこ,"unevenness, bumpiness",Verbal Noun,この道はでこぼこしていますね。,This road is bumpy.,http://jisho.org/search/%E3%81%A7%E3%81%93%E3%81%BC%E3%81%93
5618,弾,たま,"bullet, shot",Noun,彼はピストルに弾を込めたんだ。,He loaded the pistol.,http://jisho.org/search/%E5%BC%BE
5619,弾む,はずむ,"spring back, bounce",Verb,このボールはよく弾みますね。,This ball bounces well.,http://jisho.org/search/%E5%BC%BE%E3%82%80
5620,日の丸,ひのまる,"Rising Sun Flag, Japanese flag",Noun,日本の国旗は日の丸と呼ばれています。,Japan's national flag is known as the rising-sun flag.,http://jisho.org/search/%E6%97%A5%E3%81%AE%E4%B8%B8
5621,真ん丸,まんまる,perfect circle,Adjectival Noun,今日は月が真ん丸です。,The moon is perfectly round today.,http://jisho.org/search/%E7%9C%9F%E3%82%93%E4%B8%B8
5622,爆発,ばくはつ,"explosion, eruption",Verbal Noun,ダイナマイトが爆発したんだ。,The dynamite exploded.,http://jisho.org/search/%E7%88%86%E7%99%BA
5623,てのひら,てのひら,palm,Noun,てのひらに汗をかきました。,My palms are sweating.,http://jisho.org/search/%E3%81%A6%E3%81%AE%E3%81%B2%E3%82%89
5624,爆弾,ばくだん,bomb,Noun,その町に爆弾が落とされたの。,Bombs were dropped on that town.,http://jisho.org/search/%E7%88%86%E5%BC%BE
5625,暴落,ぼうらく,"slump, crash",Verbal Noun,昨日株価が暴落しました。,Stock prices dropped sharply yesterday.,http://jisho.org/search/%E6%9A%B4%E8%90%BD
5626,暴力,ぼうりょく,"violence, force",Noun,暴力はいけません。,Violence is wrong.,http://jisho.org/search/%E6%9A%B4%E5%8A%9B
5627,乱暴,らんぼう,violence,Verbal Noun,人に乱暴してはいけません。,You must not use violence on people.,http://jisho.org/search/%E4%B9%B1%E6%9A%B4
5628,絶えず,たえず,"constantly, always",Adverb,今日は絶えず電話が鳴りました。,The telephone didn't stop ringing today.,http://jisho.org/search/%E7%B5%B6%E3%81%88%E3%81%9A
5629,とがる,とがる,be sharp,Verb,この鉛筆はとがっていますね。,This pencil is sharp.,http://jisho.org/search/%E3%81%A8%E3%81%8C%E3%82%8B
5630,滅びる,ほろびる,"go to ruin, fall",Verb,その文明は何千年も前に滅びてしまったの。,That civilization was destroyed thousands of years ago.,http://jisho.org/search/%E6%BB%85%E3%81%B3%E3%82%8B
5631,防ぐ,ふせぐ,"prevent, defend",Verb,怪我を防ぐためによくストレッチをしてください。,Please stretch well to prevent injuries.,http://jisho.org/search/%E9%98%B2%E3%81%90
5632,防衛,ぼうえい,"defense, protection",Verbal Noun,チャンピオンがタイトルを防衛した。,The champion defended the title.,http://jisho.org/search/%E9%98%B2%E8%A1%9B
5633,防止,ぼうし,"prevention, determent",Verbal Noun,警察は犯罪の防止に努めています。,The police are making efforts to prevent crime.,http://jisho.org/search/%E9%98%B2%E6%AD%A2
5634,予防,よぼう,"prevention, protection",Verbal Noun,虫歯は予防できます。,Tooth decay can be prevented.,http://jisho.org/search/%E4%BA%88%E9%98%B2
5635,とんかつ,とんかつ,pork cutlet,Noun,昼食にとんかつを食べました。,I ate a pork cutlet for lunch.,http://jisho.org/search/%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4
5636,防火,ぼうか,"fire prevention, fireproof",Noun,学校で防火訓練がありました。,There was a fire drill at school.,http://jisho.org/search/%E9%98%B2%E7%81%AB
5637,妨害,ぼうがい,"hindrance, obstruction",Verbal Noun,彼に営業を妨害されました。,My business operations were thwarted by him.,http://jisho.org/search/%E5%A6%A8%E5%AE%B3
5638,不機嫌,ふきげん,"bad mood, displeasure",Adjectival Noun,この頃、あの人は不機嫌ですね。,He's been in a bad mood lately.,http://jisho.org/search/%E4%B8%8D%E6%A9%9F%E5%AB%8C
5639,徹夜,てつや,staying up all night,Noun,ゆうべは徹夜しました。,I stayed up all last night.,http://jisho.org/search/%E5%BE%B9%E5%A4%9C
5640,底,そこ,"bottom, depths",Noun,コップの底が濡れていますよ。,The bottom of the glass is wet.,http://jisho.org/search/%E5%BA%95
5641,徹底的,てっていてき,"thorough, exhaustive",Adjective,部屋の中を徹底的に探しました。,I searched inside the room thoroughly.,http://jisho.org/search/%E5%BE%B9%E5%BA%95%E7%9A%84
5642,どんなに,どんなに,how much,Adverb,彼女はどんなに嬉しかったろう。,How happy she must have been.,http://jisho.org/search/%E3%81%A9%E3%82%93%E3%81%AA%E3%81%AB
5643,到底,とうてい,"after all, in the long run",Adverb,今夜中に東京に着くのは到底無理でしょう。,We can't possibly arrive in Tokyo tonight.,http://jisho.org/search/%E5%88%B0%E5%BA%95
5644,抵抗,ていこう,"resistance, opposition",Verbal Noun,犯人は警察に抵抗したの。,The criminal resisted the police.,http://jisho.org/search/%E6%8A%B5%E6%8A%97
5645,敵,てき,"enemy, foe",Noun,あそこに敵がひそんでいる。,The enemy is lurking there.,http://jisho.org/search/%E6%95%B5
5646,態勢,たいせい,"state, preparedness",Noun,作業を始める態勢は整っています。,The preparations for starting work are completed.,http://jisho.org/search/%E6%85%8B%E5%8B%A2
5647,体系,たいけい,"system, organization",Noun,勤務の体系を見直すことにしました。,We've decided to review the work system.,http://jisho.org/search/%E4%BD%93%E7%B3%BB
5648,なめる,なめる,"lick, lap",Verb,犬に顔をなめられました。,The dog licked my face.,http://jisho.org/search/%E3%81%AA%E3%82%81%E3%82%8B
5649,理系,りけい,science,Noun,彼は理系の学生です。,He's a science student.,http://jisho.org/search/%E7%90%86%E7%B3%BB
5650,文系,ぶんけい,"liberal arts, humanities",Noun,彼女は文系です。,She's in a humanities program.,http://jisho.org/search/%E6%96%87%E7%B3%BB
5651,綿,めん,cotton,Noun,私は綿のシャツをよく着ます。,I often wear cotton shirts.,http://jisho.org/search/%E7%B6%BF
5652,繁栄,はんえい,"prosperity, thriving",Verbal Noun,あの国は経済的に繁栄しているわね。,That country is prospering economically.,http://jisho.org/search/%E7%B9%81%E6%A0%84
5653,日韓,にっかん,Japan and Korea,Noun,日韓合同のコンサートが開かれたよ。,There was a joint concert with Japan and South Korea.,http://jisho.org/search/%E6%97%A5%E9%9F%93
5654,にらむ,にらむ,"glare, stare",Verb,彼女は私をにらんだの。,She glared at me.,http://jisho.org/search/%E3%81%AB%E3%82%89%E3%82%80
5655,耐える,たえる,"withstand, endure",Verb,このビルは大地震に耐えられるでしょうか。,Would this building be able to withstand a large earthquake?,http://jisho.org/search/%E8%80%90%E3%81%88%E3%82%8B
5656,矢印,やじるし,arrow,Noun,矢印にそって歩いてください。,Please follow the arrow.,http://jisho.org/search/%E7%9F%A2%E5%8D%B0
5657,爪切り,つめきり,nail clipper,Noun,爪切りを取ってください。,Please pass me the nail clipper.,http://jisho.org/search/%E7%88%AA%E5%88%87%E3%82%8A
5658,枠,わく,"frame, limits",Noun,枠の中に答えを書いてください。,Please write the answer in the box.,http://jisho.org/search/%E6%9E%A0
5659,棒,ぼう,"rod, stick",Noun,この棒は何に使うのですか。,What do you use this stick for?,http://jisho.org/search/%E6%A3%92
5660,人柄,ひとがら,"character, personality",Noun,みんな彼の温かい人柄が大好きだよ。,Everyone loves his warm personality.,http://jisho.org/search/%E4%BA%BA%E6%9F%84
5661,ねずみ,ねずみ,"rat, mouse",Noun,台所にねずみが出た。,A mouse came out in the kitchen.,http://jisho.org/search/%E3%81%AD%E3%81%9A%E3%81%BF
5662,詰める,つめる,"stuff, fill",Verb,かばんに荷物を詰めました。,I packed my things into the bag.,http://jisho.org/search/%E8%A9%B0%E3%82%81%E3%82%8B
5663,詰まる,つまる,"be stuffed, be stopped up",Verb,プリンタのインクが詰まってしまいました。,The printer's ink got blocked up.,http://jisho.org/search/%E8%A9%B0%E3%81%BE%E3%82%8B
5664,譲る,ゆずる,"transfer, concede",Verb,上司が車を譲ってくれたの。,My boss gave me his car.,http://jisho.org/search/%E8%AD%B2%E3%82%8B
5665,誠に,まことに,"truly, very",Adverb,誠にありがとうございます。,Thank you very much indeed.,http://jisho.org/search/%E8%AA%A0%E3%81%AB
5666,盛り上げる,もりあげる,build up excitement,Verb,応援団が試合を盛り上げたんだ。,The cheering squad boosted the excitement of the game.,http://jisho.org/search/%E7%9B%9B%E3%82%8A%E4%B8%8A%E3%81%92%E3%82%8B
5667,のぞく,のぞく,"look, peep",Verb,ドアの隙間から中をのぞいたんだ。,I peeped inside through the crack in the door.,http://jisho.org/search/%E3%81%AE%E3%81%9E%E3%81%8F
5668,盛り上がる,もりあがる,"become lively, get fired up",Verb,昨夜のパーティはとても盛り上がったな。,Last night's party was very lively.,http://jisho.org/search/%E7%9B%9B%E3%82%8A%E4%B8%8A%E3%81%8C%E3%82%8B
5669,盛る,もる,"heap up, fill",Verb,ご飯を盛ってください。,Please fill the bowl with rice.,http://jisho.org/search/%E7%9B%9B%E3%82%8B
5670,針,はり,"needle, needle-shaped object",Noun,母は糸を針に通した。,My mother threaded the needle.,http://jisho.org/search/%E9%87%9D
5671,釣り,つり,angling,Noun,父は釣りが大好きです。,My father loves fishing.,http://jisho.org/search/%E9%87%A3%E3%82%8A
5672,釣り合い,つりあい,"balance, proportion",Noun,この紙飛行機は左右の釣り合いがとれていないな。,The right-left balance on this paper airplane isn't right.,http://jisho.org/search/%E9%87%A3%E3%82%8A%E5%90%88%E3%81%84
5673,のんき,のんき,"carefree, easy-going",Adjectival Noun,彼はずいぶんのんきなやつだ。,He's a fairly easygoing guy.,http://jisho.org/search/%E3%81%AE%E3%82%93%E3%81%8D
5674,釣り合う,つりあう,"balance, match",Verb,収入と支出が釣り合っていない。,The income and expenses don't balance.,http://jisho.org/search/%E9%87%A3%E3%82%8A%E5%90%88%E3%81%86
5675,鈍い,にぶい,"dull, sluggish",Adjective,今日は頭の回転が鈍いです。,My brain is working slowly today.,http://jisho.org/search/%E9%88%8D%E3%81%84
5676,鈍感,どんかん,thick-headedness,Adjectival Noun,あの人は少し鈍感だと思います。,That person is a bit thickheaded I think.,http://jisho.org/search/%E9%88%8D%E6%84%9F
5677,谷,たに,"valley, ravine",Noun,その村は深い谷にあるの。,The village is in a deep valley.,http://jisho.org/search/%E8%B0%B7
5678,余裕,よゆう,"room, leeway",Noun,出発まで時間の余裕があります。,There's plenty of time until departure.,http://jisho.org/search/%E4%BD%99%E8%A3%95
5679,入浴,にゅうよく,bathing,Verbal Noun,私は毎日寝る前に入浴します。,I take a bath every day before I go to bed.,http://jisho.org/search/%E5%85%A5%E6%B5%B4
5680,はえ,はえ,fly,Noun,はえがうるさく飛んでいるね。,An annoying fly is flying about.,http://jisho.org/search/%E3%81%AF%E3%81%88
5681,沿う,そう,"lie along, follow along",Verb,川に沿って歩いたんだ。,I walked along the river.,http://jisho.org/search/%E6%B2%BF%E3%81%86
5682,浜,はま,"beach, seashore",Noun,今晩、浜で花火大会がありますよ。,There's going to be a fireworks show at the beach tonight.,http://jisho.org/search/%E6%B5%9C
5683,浜辺,はまべ,"beach, seashore",Noun,浜辺できれいな貝がらを拾いました。,I picked up a beautiful shell on the beach.,http://jisho.org/search/%E6%B5%9C%E8%BE%BA
5684,湾,わん,"bay, gulf",Noun,東京湾は重要な役割を果たしている。,Tokyo Bay plays an important role.,http://jisho.org/search/%E6%B9%BE
5685,潜る,もぐる,dive into,Verb,彼は長い間海に潜っていたの。,He was diving in the sea for a long time.,http://jisho.org/search/%E6%BD%9C%E3%82%8B
5686,ばかばかしい,ばかばかしい,"stupid, absurd",Adjective,ばかばかしい映画だが面白かった。,It was an absurd but interesting movie.,http://jisho.org/search/%E3%81%B0%E3%81%8B%E3%81%B0%E3%81%8B%E3%81%97%E3%81%84
5687,冷淡,れいたん,"cool, indifferent",Adjectival Noun,彼は彼女に冷淡な態度をとったね。,He took a cold-hearted attitude toward her.,http://jisho.org/search/%E5%86%B7%E6%B7%A1
5688,泥,どろ,"mud, dirt",Noun,靴が泥だらけになったよ。,Her shoes were covered with mud.,http://jisho.org/search/%E6%B3%A5
5689,濁る,にごる,get cloudy,Verb,その池の水は濁っているね。,The pond water is cloudy.,http://jisho.org/search/%E6%BF%81%E3%82%8B
5690,湯飲み,ゆのみ,teacup,Noun,湯飲みにはお茶を入れてお茶碗にはご飯をよそいます。,We pour tea in a teacup and serve rice in a rice bowl.,http://jisho.org/search/%E6%B9%AF%E9%A3%B2%E3%81%BF
5691,湯気,ゆげ,"steam, vapor",Noun,やかんから湯気が出ていますよ。,Steam is coming out the kettle.,http://jisho.org/search/%E6%B9%AF%E6%B0%97
5692,はかり,はかり,scales,Noun,ケーキを作る時ははかりを使います。,I use a kitchen scale when I bake a cake.,http://jisho.org/search/%E3%81%AF%E3%81%8B%E3%82%8A
5693,漏れる,もれる,"leak, be disclosed",Verb,彼のヘッドフォンから音が漏れているね。,Sound is leaking from his headphones.,http://jisho.org/search/%E6%BC%8F%E3%82%8C%E3%82%8B
5694,漏らす,もらす,"give away, let leak",Verb,秘密を漏らしたのは彼です。,He's the one who leaked the secret.,http://jisho.org/search/%E6%BC%8F%E3%82%89%E3%81%99
5695,漏る,もる,"leak, be leaky",Verb,天井から雨が漏るの。,Rain is leaking from the ceiling.,http://jisho.org/search/%E6%BC%8F%E3%82%8B
5696,濡らす,ぬらす,"wet, moisten",Verb,携帯電話を水で濡らしてしまったんだ。,I got my cell phone wet.,http://jisho.org/search/%E6%BF%A1%E3%82%89%E3%81%99
5697,溝,みぞ,"ditch, groove",Noun,車が溝にはまったの。,The car got stuck in the ditch.,http://jisho.org/search/%E6%BA%9D
5698,はしご,はしご,ladder,Noun,はしごを使って屋根に上りました。,I went up to the roof on a ladder.,http://jisho.org/search/%E3%81%AF%E3%81%97%E3%81%94
5699,吐く,はく,"holler, spew",Verb,彼は乱暴な言葉を吐いたぞ。,He hollered some rough words.,http://jisho.org/search/%E5%90%90%E3%81%8F
5700,嘆く,なげく,"sigh, grieve",Verb,嘆いていても何も変わりません。,Grieving won't change anything.,http://jisho.org/search/%E5%98%86%E3%81%8F
5701,虫歯,むしば,"decayed tooth, cavity",Noun,虫歯は予防できます。,Tooth decay can be prevented.,http://jisho.org/search/%E8%99%AB%E6%AD%AF
5702,虫,むし,"insect, worm",Noun,庭で秋の虫が鳴いているね。,The autumn insects are chirping in the garden.,http://jisho.org/search/%E8%99%AB
